"Поисковая система","Поисковая система (детально)","Поисковая фраза","Визиты","Посетители","Отказы","Глубина просмотра","Время на сайте","Достижения избранных целей","Доход по избранным целям, RUB","Конверсия посетителей по избранным целям"
"Яндекс","Яндекс, результаты поиска","замена аккумулятора на айфон 13 мини оригинал цена","1","1","0.0","1.0","00:01:43","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","замена аккумулятора на айфон 14 про макс цена оригинал москва","1","1","0.0","1.0","00:00:15","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","замена аккумулятора на айфон 14 цена оригинал цена","1","1","1.0","1.0","00:00:00","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","замена аккумулятора на айфон 17 про","1","1","1.0","1.0","00:00:00","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","замена аккумулятора на айфон цена","1","1","0.0","4.0","00:01:15","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","замена аккумулятора на мак м 1 стоимость","1","1","0.0","2.0","00:00:02","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","замена аккумулятора на макбук аир 13 м1 цена","1","1","0.0","1.0","00:00:15","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","замена аккумулятора на макбук аир 15 м3 цена","1","1","0.0","1.0","00:00:26","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","замена аккумулятора на макбук про 13 2018 цена","1","1","0.0","4.0","00:02:39","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","замена алюминевой рамки айфон 13","1","1","1.0","1.0","00:00:02","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","замена антенны на iphone цена","1","1","0.0","1.0","00:00:16","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","замена антены на iphone 15 pro","1","1","0.0","1.0","00:00:40","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","замена аудиокодека iphone 15 pro max цена","1","1","0.0","1.0","00:00:15","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","замена аудиокодека iphone 7 plus цена","1","1","0.0","1.0","00:00:15","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","замена аудиокодека iphone se 2","1","1","0.0","2.0","00:07:29","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","замена батареи apple watch 7","1","1","0.0","7.0","00:05:23","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","замена батареи apple watch ultra 2","1","1","0.0","1.0","00:00:15","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","замена батареи iphone 15 сервисный оригинал","1","1","0.0","10.0","00:02:03","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","замена батареи macbook air m1","1","1","0.0","2.0","00:00:07","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","замена батареи айфон 13 про irepeir","1","1","0.0","1.0","00:00:21","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","замена батареи айфон 14 про цена","1","1","0.0","1.0","00:00:37","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","замена батареи айфон 15 про цена","1","1","0.0","2.0","00:00:23","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","замена батареи макбук м1 цена","1","1","1.0","1.0","00:00:01","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","замена батареи макбук м4 2025 москва","1","1","0.0","2.0","00:01:50","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","замена батареи макбук москва","1","1","0.0","2.0","00:08:16","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","замена батареи на ipad pro","1","1","1.0","1.0","00:00:00","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","замена батареи на macbook air m1","1","1","1.0","1.0","00:00:00","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","замена батареи на macbook pro 15 2018 wtyf","1","1","0.0","2.0","00:00:23","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","замена батареи на макбук про 15 2015","1","1","0.0","1.0","00:00:15","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","замена батареи на макбук эйр 13 цена","1","1","0.0","1.0","00:00:15","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","замена батарейки айфон 11 цена","1","1","0.0","5.0","00:02:30","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","замена батарейки айфон се 16 стоимость","1","1","0.0","1.0","00:00:17","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","замена батарея макбук м1","1","1","0.0","3.0","00:02:26","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","замена блока камеры на iphone 14 pro max","1","1","1.0","1.0","00:00:00","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","замена блюткза на айфон 13","1","1","1.0","1.0","00:00:00","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","замена боковой рамки айфона 16 про макс цена","1","1","0.0","1.0","00:00:15","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","замена боковых рамок на айфон 15 pro","1","1","1.0","1.0","00:00:00","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","замена верхнего динамика айфон 12 мини","1","1","0.0","1.0","00:00:15","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","замена верхнего микрофона iphone 6s","1","1","0.0","1.0","00:00:16","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","замена верхнего шлейфа iphone 11","1","1","0.0","6.0","00:03:57","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","замена гнезда зарядки айфон 16 про","1","1","0.0","1.0","00:00:15","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","замена гнезда зарядки на ipad pro 12 9 2022 цена","1","1","0.0","1.0","00:00:56","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","замена гнезда на айфоне 16 про макс стоимость","1","1","0.0","1.0","00:00:15","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","замена голосового динамика iphone 12 pro max","1","1","0.0","2.0","00:00:47","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","замена датчика truedepth","1","1","0.0","1.0","00:00:15","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","замена датчика truedepth сколько стоит","1","1","0.0","1.0","00:00:15","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","замена датчика приближения iphone 13 про макс","1","1","0.0","2.0","00:00:05","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","замена датчика приближения айфон 14 про макс","1","1","1.0","1.0","00:00:01","0","0.0","0.0"
"Яндекс","Яндекс, результаты поиска","замена датчиков face id на новый шлейф iphone 11 pro","1","1","0.0","1.0","00:00:16","0","0.0","0.0"
